m,TagName,
"2012-10-01 00:00:00","perl","685"
"2012-10-01 00:00:00","r","1266"
"2012-10-01 00:00:00","ruby","2260"
"2012-11-01 00:00:00","java","13612"
"2012-11-01 00:00:00","assembly","303"
"2012-11-01 00:00:00","c++","6270"
"2012-11-01 00:00:00","c#","12230"
"2012-11-01 00:00:00","c","3196"
"2012-11-01 00:00:00","delphi","444"
"2012-11-01 00:00:00","javascript","12348"
"2012-11-01 00:00:00","go","104"
"2012-11-01 00:00:00","r","1345"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","ruby","2131"
"2012-11-01 00:00:00","php","11788"
"2012-11-01 00:00:00","python","6391"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","java","12420"
"2012-12-01 00:00:00","delphi","428"
"2012-12-01 00:00:00","assembly","264"
"2012-12-01 00:00:00","c#","10955"
"2012-12-01 00:00:00","c","2565"
"2012-12-01 00:00:00","python","5757"
"2012-12-01 00:00:00","go","113"
"2012-12-01 00:00:00","c++","5683"
"2012-12-01 00:00:00","javascript","11742"
"2012-12-01 00:00:00","ruby","1904"
"2012-12-01 00:00:00","php","11080"
"2012-12-01 00:00:00","swift","3"
"2012-12-01 00:00:00","perl","551"
"2012-12-01 00:00:00","r","1215"
"2013-01-01 00:00:00","java","13715"
"2013-01-01 00:00:00","c#","12760"
"2013-01-01 00:00:00","c","2905"
"2013-01-01 00:00:00","c++","6039"
"2013-01-01 00:00:00","assembly","294"
"2013-01-01 00:00:00","delphi","482"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","python","6568"
"2013-01-01 00:00:00","perl","661"
"2013-01-01 00:00:00","javascript","13794"
"2013-01-01 00:00:00","r","1509"
"2013-01-01 00:00:00","swift","5"
"2013-01-01 00:00:00","php","12881"
"2013-01-01 00:00:00","ruby","2307"
"2013-02-01 00:00:00","php","12562"
"2013-02-01 00:00:00","assembly","323"
"2013-02-01 00:00:00","c#","12485"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","c++","6066"
"2013-02-01 00:00:00","delphi","449"
"2013-02-01 00:00:00","python","6722"
"2013-02-01 00:00:00","c","3094"
"2013-02-01 00:00:00","javascript","13622"
"2013-02-01 00:00:00","perl","747"
"2013-02-01 00:00:00","ruby","2219"
"2013-02-01 00:00:00","java","13698"
"2013-02-01 00:00:00","swift","6"
"2013-02-01 00:00:00","r","1658"
"2013-03-01 00:00:00","delphi","523"
"2013-03-01 00:00:00","assembly","366"
"2013-03-01 00:00:00","go","127"
"2013-03-01 00:00:00","java","15912"
"2013-03-01 00:00:00","c#","14233"
"2013-03-01 00:00:00","c","3441"
"2013-03-01 00:00:00","ruby","2559"
"2013-03-01 00:00:00","c++","7184"
"2013-03-01 00:00:00","php","14135"
"2013-03-01 00:00:00","perl","852"
"2013-03-01 00:00:00","swift","5"
"2013-03-01 00:00:00","javascript","15292"
"2013-03-01 00:00:00","python","7618"
"2013-03-01 00:00:00","r","1848"
"2013-04-01 00:00:00","c#","13883"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","python","7930"
"2013-04-01 00:00:00","c++","7124"
"2013-04-01 00:00:00","java","16226"
"2013-04-01 00:00:00","assembly","330"
"2013-04-01 00:00:00","c","3526"
"2013-04-01 00:00:00","perl","838"
"2013-04-01 00:00:00","javascript","15326"
"2013-04-01 00:00:00","delphi","509"
"2013-04-01 00:00:00","ruby","2460"
"2013-04-01 00:00:00","r","1836"
"2013-04-01 00:00:00","swift","6"
"2013-04-01 00:00:00","php","13429"
"2013-05-01 00:00:00","javascript","15054"
"2013-05-01 00:00:00","java","15287"
"2013-05-01 00:00:00","c#","13472"
"2013-05-01 00:00:00","c","3194"
"2013-05-01 00:00:00","php","13122"
"2013-05-01 00:00:00","assembly","301"
"2013-05-01 00:00:00","c++","6841"
"2013-05-01 00:00:00","go","142"
"2013-05-01 00:00:00","ruby","2342"
"2013-05-01 00:00:00","python","7804"
"2013-05-01 00:00:00","swift","2"
"2013-05-01 00:00:00","delphi","536"
"2013-05-01 00:00:00","perl","904"
"2013-05-01 00:00:00","r","1782"
"2013-06-01 00:00:00","delphi","474"
"2013-06-01 00:00:00","java","13947"
"2013-06-01 00:00:00","assembly","296"
"2013-06-01 00:00:00","c#","12790"
"2013-06-01 00:00:00","c","2939"
"2013-06-01 00:00:00","c++","6189"
"2013-06-01 00:00:00","perl","828"
"2013-06-01 00:00:00","python","7601"
"2013-06-01 00:00:00","go","176"
"2013-06-01 00:00:00","javascript","14620"
"2013-06-01 00:00:00","php","12748"
"2013-06-01 00:00:00","ruby","2225"
"2013-06-01 00:00:00","r","1777"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","c++","6576"
"2013-07-01 00:00:00","assembly","298"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","c#","14187"
"2013-07-01 00:00:00","php","14351"
"2013-07-01 00:00:00","delphi","507"
"2013-07-01 00:00:00","c","3017"
"2013-07-01 00:00:00","python","8612"
"2013-07-01 00:00:00","javascript","16827"
"2013-07-01 00:00:00","perl","956"
"2013-07-01 00:00:00","java","15204"
"2013-07-01 00:00:00","ruby","2444"
"2013-07-01 00:00:00","r","1970"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","javascript","16851"
"2013-08-01 00:00:00","assembly","212"
"2013-08-01 00:00:00","c","3010"
"2013-08-01 00:00:00","c#","13863"
"2013-08-01 00:00:00","java","15079"
"2013-08-01 00:00:00","php","14362"
"2013-08-01 00:00:00","c++","6253"
"2013-08-01 00:00:00","delphi","449"
"2013-08-01 00:00:00","perl","838"
"2013-08-01 00:00:00","python","7940"
"2013-08-01 00:00:00","r","1919"
"2013-08-01 00:00:00","go","207"
"2013-08-01 00:00:00","ruby","2482"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","java","16287"
"2013-09-01 00:00:00","delphi","487"
"2013-09-01 00:00:00","assembly","290"
"2013-09-01 00:00:00","php","14299"
"2013-09-01 00:00:00","c++","6555"
"2013-09-01 00:00:00","c#","13773"
"2013-09-01 00:00:00","c","3399"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","javascript","17730"
"2013-09-01 00:00:00","ruby","2393"
"2013-09-01 00:00:00","perl","684"
"2013-09-01 00:00:00","swift","10"
"2013-09-01 00:00:00","python","7967"
"2013-09-01 00:00:00","r","1714"
"2013-10-01 00:00:00","assembly","380"
"2013-10-01 00:00:00","c++","7978"
"2013-10-01 00:00:00","java","18742"
"2013-10-01 00:00:00","c#","15213"
"2013-10-01 00:00:00","delphi","521"
"2013-10-01 00:00:00","javascript","19765"
"2013-10-01 00:00:00","c","4243"
"2013-10-01 00:00:00","go","211"
"2013-10-01 00:00:00","perl","815"
"2013-10-01 00:00:00","ruby","2789"
"2013-10-01 00:00:00","r","2091"
"2013-10-01 00:00:00","swift","9"
"2013-10-01 00:00:00","php","15378"
"2013-10-01 00:00:00","python","9492"
"2013-11-01 00:00:00","java","18783"
"2013-11-01 00:00:00","c#","14597"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","javascript","18520"
"2013-11-01 00:00:00","assembly","419"
"2013-11-01 00:00:00","c++","8138"
"2013-11-01 00:00:00","c","4290"
"2013-11-01 00:00:00","php","14953"
"2013-11-01 00:00:00","python","9497"
"2013-11-01 00:00:00","ruby","2576"
"2013-11-01 00:00:00","perl","821"
"2013-11-01 00:00:00","swift","6"
"2013-11-01 00:00:00","delphi","462"
"2013-11-01 00:00:00","r","2190"
"2013-12-01 00:00:00","assembly","358"
"2013-12-01 00:00:00","delphi","448"
"2013-12-01 00:00:00","c++","7016"
"2013-12-01 00:00:00","c","3501"
"2013-12-01 00:00:00","java","17469"
"2013-12-01 00:00:00","c#","13638"
"2013-12-01 00:00:00","python","8459"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","perl","764"
"2013-12-01 00:00:00","javascript","18038"
"2013-12-01 00:00:00","swift","11"
"2013-12-01 00:00:00","r","1908"
"2013-12-01 00:00:00","ruby","2447"
"2013-12-01 00:00:00","php","14488"
"2014-01-01 00:00:00","php","16857"
"2014-01-01 00:00:00","c#","15342"
"2014-01-01 00:00:00","go","302"
"2014-01-01 00:00:00","assembly","340"
"2014-01-01 00:00:00","c++","7694"
"2014-01-01 00:00:00","python","9844"
"2014-01-01 00:00:00","c","3737"
"2014-01-01 00:00:00","delphi","490"
"2014-01-01 00:00:00","javascript","21133"
"2014-01-01 00:00:00","perl","812"
"2014-01-01 00:00:00","java","18695"
"2014-01-01 00:00:00","ruby","2766"
"2014-01-01 00:00:00","r","2354"
"2014-01-01 00:00:00","swift","5"
"2014-02-01 00:00:00","javascript","21180"
"2014-02-01 00:00:00","assembly","375"
"2014-02-01 00:00:00","c","3975"
"2014-02-01 00:00:00","c#","15128"
"2014-02-01 00:00:00","java","19275"
"2014-02-01 00:00:00","php","16609"
"2014-02-01 00:00:00","c++","7681"
"2014-02-01 00:00:00","delphi","492"
"2014-02-01 00:00:00","perl","795"
"2014-02-01 00:00:00","python","9898"
"2014-02-01 00:00:00","r","2618"
"2014-02-01 00:00:00","go","205"
"2014-02-01 00:00:00","ruby","2608"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","452"
"2014-03-01 00:00:00","c#","16180"
"2014-03-01 00:00:00","python","11425"
"2014-03-01 00:00:00","c++","8669"
"2014-03-01 00:00:00","go","255"
"2014-03-01 00:00:00","java","21993"
"2014-03-01 00:00:00","delphi","441"
"2014-03-01 00:00:00","c","4563"
"2014-03-01 00:00:00","perl","909"
"2014-03-01 00:00:00","javascript","22667"
"2014-03-01 00:00:00","php","18393"
"2014-03-01 00:00:00","ruby","2948"
"2014-03-01 00:00:00","r","2811"
"2014-03-01 00:00:00","swift","5"
"2014-04-01 00:00:00","c","4013"
"2014-04-01 00:00:00","perl","822"
"2014-04-01 00:00:00","c#","15338"
"2014-04-01 00:00:00","delphi","391"
"2014-04-01 00:00:00","java","20917"
"2014-04-01 00:00:00","assembly","365"
"2014-04-01 00:00:00","javascript","21460"
"2014-04-01 00:00:00","go","342"
"2014-04-01 00:00:00","r","2736"
"2014-04-01 00:00:00","php","17769"
"2014-04-01 00:00:00","c++","8141"
"2014-04-01 00:00:00","python","10776"
"2014-04-01 00:00:00","swift","5"
"2014-04-01 00:00:00","ruby","2746"
"2014-05-01 00:00:00","java","17986"
"2014-05-01 00:00:00","delphi","474"
"2014-05-01 00:00:00","c","3264"
"2014-05-01 00:00:00","python","9249"
"2014-05-01 00:00:00","c++","6786"
"2014-05-01 00:00:00","c#","13917"
"2014-05-01 00:00:00","assembly","330"
"2014-05-01 00:00:00","ruby","2679"
"2014-05-01 00:00:00","javascript","19818"
"2014-05-01 00:00:00","go","279"
"2014-05-01 00:00:00","swift","9"
"2014-05-01 00:00:00","perl","797"
"2014-05-01 00:00:00","r","2586"
"2014-05-01 00:00:00","php","14816"
"2014-06-01 00:00:00","java","15939"
"2014-06-01 00:00:00","delphi","413"
"2014-06-01 00:00:00","javascript","18316"
"2014-06-01 00:00:00","python","8920"
"2014-06-01 00:00:00","assembly","271"
"2014-06-01 00:00:00","c#","12513"
"2014-06-01 00:00:00","c","2775"
"2014-06-01 00:00:00","c++","5674"
"2014-06-01 00:00:00","perl","677"
"2014-06-01 00:00:00","php","13075"
"2014-06-01 00:00:00","r","2399"
"2014-06-01 00:00:00","ruby","2338"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","swift","2410"
"2014-07-01 00:00:00","javascript","20146"
"2014-07-01 00:00:00","c++","6271"
"2014-07-01 00:00:00","c#","13701"
"2014-07-01 00:00:00","assembly","217"
"2014-07-01 00:00:00","java","17391"
"2014-07-01 00:00:00","c","2838"
"2014-07-01 00:00:00","delphi","446"
"2014-07-01 00:00:00","php","14323"
"2014-07-01 00:00:00","go","451"
"2014-07-01 00:00:00","perl","733"
"2014-07-01 00:00:00","python","9918"
"2014-07-01 00:00:00","r","2639"
"2014-07-01 00:00:00","ruby","2562"
"2014-07-01 00:00:00","swift","1645"
"2014-08-01 00:00:00","delphi","423"
"2014-08-01 00:00:00","java","15748"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c#","12503"
"2014-08-01 00:00:00","c","2677"
"2014-08-01 00:00:00","c++","5881"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","python","9115"
"2014-08-01 00:00:00","javascript","18467"
"2014-08-01 00:00:00","r","2476"
"2014-08-01 00:00:00","php","13238"
"2014-08-01 00:00:00","swift","1701"
"2014-08-01 00:00:00","ruby","2467"
"2014-09-01 00:00:00","c#","12327"
"2014-09-01 00:00:00","assembly","283"
"2014-09-01 00:00:00","c++","6194"
"2014-09-01 00:00:00","python","8776"
"2014-09-01 00:00:00","java","16717"
"2014-09-01 00:00:00","go","392"
"2014-09-01 00:00:00","c","3234"
"2014-09-01 00:00:00","delphi","446"
"2014-09-01 00:00:00","javascript","18138"
"2014-09-01 00:00:00","perl","679"
"2014-09-01 00:00:00","ruby","2278"
"2014-09-01 00:00:00","php","13401"
"2014-09-01 00:00:00","swift","1906"
"2014-09-01 00:00:00","r","2367"
"2014-10-01 00:00:00","c#","12563"
"2014-10-01 00:00:00","javascript","18923"
"2014-10-01 00:00:00","java","17909"
"2014-10-01 00:00:00","go","382"
"2014-10-01 00:00:00","c++","6838"
"2014-10-01 00:00:00","php","13648"
"2014-10-01 00:00:00","assembly","392"
"2014-10-01 00:00:00","c","3805"
"2014-10-01 00:00:00","ruby","2343"
"2014-10-01 00:00:00","perl","639"
"2014-10-01 00:00:00","python","9581"
"2014-10-01 00:00:00","delphi","410"
"2014-10-01 00:00:00","swift","2466"
"2014-10-01 00:00:00","r","2779"
"2014-11-01 00:00:00","java","17858"
"2014-11-01 00:00:00","delphi","429"
"2014-11-01 00:00:00","assembly","386"
"2014-11-01 00:00:00","c#","11877"
"2014-11-01 00:00:00","c++","6562"
"2014-11-01 00:00:00","python","9573"
"2014-11-01 00:00:00","c","3670"
"2014-11-01 00:00:00","ruby","2115"
"2014-11-01 00:00:00","javascript","17984"
"2014-11-01 00:00:00","perl","656"
"2014-11-01 00:00:00","swift","2563"
"2014-11-01 00:00:00","go","336"
"2014-11-01 00:00:00","php","13073"
"2014-11-01 00:00:00","r","2706"
"2014-12-01 00:00:00","c++","6081"
"2014-12-01 00:00:00","assembly","328"
"2014-12-01 00:00:00","c#","11089"
"2014-12-01 00:00:00","go","350"
"2014-12-01 00:00:00","php","12382"
"2014-12-01 00:00:00","delphi","314"
"2014-12-01 00:00:00","python","9043"
"2014-12-01 00:00:00","c","3153"
"2014-12-01 00:00:00","javascript","16998"
"2014-12-01 00:00:00","perl","567"
"2014-12-01 00:00:00","ruby","2145"
"2014-12-01 00:00:00","java","16381"
"2014-12-01 00:00:00","swift","2491"
"2014-12-01 00:00:00","r","2360"
"2015-01-01 00:00:00","javascript","18543"
"2015-01-01 00:00:00","c","3210"
"2015-01-01 00:00:00","c#","11754"
"2015-01-01 00:00:00","assembly","334"
"2015-01-01 00:00:00","java","16546"
"2015-01-01 00:00:00","c++","6129"
"2015-01-01 00:00:00","delphi","380"
"2015-01-01 00:00:00","php","13651"
"2015-01-01 00:00:00","go","469"
"2015-01-01 00:00:00","perl","590"
"2015-01-01 00:00:00","python","9681"
"2015-01-01 00:00:00","r","2689"
"2015-01-01 00:00:00","ruby","2428"
"2015-01-01 00:00:00","swift","3056"
"2015-02-01 00:00:00","delphi","416"
"2015-02-01 00:00:00","java","16762"
"2015-02-01 00:00:00","assembly","358"
"2015-02-01 00:00:00","php","13548"
"2015-02-01 00:00:00","c","3365"
"2015-02-01 00:00:00","c++","6473"
"2015-02-01 00:00:00","perl","566"
"2015-02-01 00:00:00","c#","11793"
"2015-02-01 00:00:00","python","10202"
"2015-02-01 00:00:00","javascript","18675"
"2015-02-01 00:00:00","r","2972"
"2015-02-01 00:00:00","go","382"
"2015-02-01 00:00:00","ruby","2258"
"2015-02-01 00:00:00","swift","3241"
"2015-03-01 00:00:00","assembly","385"
"2015-03-01 00:00:00","javascript","20557"
"2015-03-01 00:00:00","c","3919"
"2015-03-01 00:00:00","delphi","410"
"2015-03-01 00:00:00","perl","641"
"2015-03-01 00:00:00","c#","13274"
"2015-03-01 00:00:00","java","19777"
"2015-03-01 00:00:00","go","469"
"2015-03-01 00:00:00","php","14964"
"2015-03-01 00:00:00","python","11611"
"2015-03-01 00:00:00","r","3564"
"2015-03-01 00:00:00","c++","7394"
"2015-03-01 00:00:00","ruby","2461"
"2015-03-01 00:00:00","swift","3603"
"2015-04-01 00:00:00","php","15012"
"2015-04-01 00:00:00","java","19833"
"2015-04-01 00:00:00","c++","7147"
"2015-04-01 00:00:00","c","3952"
"2015-04-01 00:00:00","javascript","20922"
"2015-04-01 00:00:00","assembly","440"
"2015-04-01 00:00:00","c#","13097"
"2015-04-01 00:00:00","go","390"
"2015-04-01 00:00:00","python","11456"
"2015-04-01 00:00:00","perl","577"
"2015-04-01 00:00:00","ruby","2504"
"2015-04-01 00:00:00","delphi","389"
"2015-04-01 00:00:00","swift","4024"
"2015-04-01 00:00:00","r","3328"
"2015-05-01 00:00:00","java","18558"
"2015-05-01 00:00:00","delphi","400"
"2015-05-01 00:00:00","c++","6819"
"2015-05-01 00:00:00","javascript","22166"
"2015-05-01 00:00:00","assembly","369"
"2015-05-01 00:00:00","c#","13365"
"2015-05-01 00:00:00","python","11221"
"2015-05-01 00:00:00","c","3523"
"2015-05-01 00:00:00","r","3428"
"2015-05-01 00:00:00","php","14617"
"2015-05-01 00:00:00","ruby","2504"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","perl","530"
"2015-05-01 00:00:00","swift","3811"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","javascript","22638"
"2015-06-01 00:00:00","perl","579"
"2015-06-01 00:00:00","java","17865"
"2015-06-01 00:00:00","assembly","266"
"2015-06-01 00:00:00","c#","13540"
"2015-06-01 00:00:00","r","3432"
"2015-06-01 00:00:00","c","3170"
"2015-06-01 00:00:00","python","11816"
"2015-06-01 00:00:00","php","14405"
"2015-06-01 00:00:00","go","421"
"2015-06-01 00:00:00","c++","6520"
"2015-06-01 00:00:00","ruby","2577"
"2015-06-01 00:00:00","swift","4334"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","java","18710"
"2015-07-01 00:00:00","go","467"
"2015-07-01 00:00:00","assembly","259"
"2015-07-01 00:00:00","c#","14128"
"2015-07-01 00:00:00","c++","6703"
"2015-07-01 00:00:00","ruby","2585"
"2015-07-01 00:00:00","c","2815"
"2015-07-01 00:00:00","php","15415"
"2015-07-01 00:00:00","javascript","23989"
"2015-07-01 00:00:00","perl","578"
"2015-07-01 00:00:00","swift","5155"
"2015-07-01 00:00:00","python","12324"
"2015-07-01 00:00:00","r","3983"
"2015-08-01 00:00:00","c#","13231"
"2015-08-01 00:00:00","assembly","219"
"2015-08-01 00:00:00","python","11227"
"2015-08-01 00:00:00","c++","5874"
"2015-08-01 00:00:00","java","17108"
"2015-08-01 00:00:00","go","448"
"2015-08-01 00:00:00","c","2574"
"2015-08-01 00:00:00","delphi","387"
"2015-08-01 00:00:00","javascript","22173"
"2015-08-01 00:00:00","r","3494"
"2015-08-01 00:00:00","ruby","2316"
"2015-08-01 00:00:00","perl","553"
"2015-08-01 00:00:00","swift","5094"
"2015-08-01 00:00:00","php","14278"
"2015-09-01 00:00:00","c","3084"
"2015-09-01 00:00:00","delphi","358"
"2015-09-01 00:00:00","perl","465"
"2015-09-01 00:00:00","javascript","21409"
"2015-09-01 00:00:00","java","16958"
"2015-09-01 00:00:00","go","423"
"2015-09-01 00:00:00","assembly","256"
"2015-09-01 00:00:00","c#","12925"
"2015-09-01 00:00:00","r","3331"
"2015-09-01 00:00:00","python","10973"
"2015-09-01 00:00:00","php","13543"
"2015-09-01 00:00:00","c++","5914"
"2015-09-01 00:00:00","ruby","2163"
"2015-09-01 00:00:00","swift","4562"
"2015-10-01 00:00:00","delphi","421"
"2015-10-01 00:00:00","java","18560"
"2015-10-01 00:00:00","c","3678"
"2015-10-01 00:00:00","c#","12800"
"2015-10-01 00:00:00","assembly","431"
"2015-10-01 00:00:00","c++","7051"
"2015-10-01 00:00:00","go","429"
"2015-10-01 00:00:00","python","12488"
"2015-10-01 00:00:00","perl","499"
"2015-10-01 00:00:00","javascript","21839"
"2015-10-01 00:00:00","r","3682"
"2015-10-01 00:00:00","ruby","2193"
"2015-10-01 00:00:00","php","13946"
"2015-10-01 00:00:00","swift","4313"
"2015-11-01 00:00:00","java","17793"
"2015-11-01 00:00:00","javascript","21290"
"2015-11-01 00:00:00","python","12299"
"2015-11-01 00:00:00","delphi","391"
"2015-11-01 00:00:00","assembly","403"
"2015-11-01 00:00:00","c","3617"
"2015-11-01 00:00:00","c++","7091"
"2015-11-01 00:00:00","c#","12391"
"2015-11-01 00:00:00","perl","464"
"2015-11-01 00:00:00","php","13356"
"2015-11-01 00:00:00","ruby","1957"
"2015-11-01 00:00:00","go","435"
"2015-11-01 00:00:00","r","3541"
"2015-11-01 00:00:00","swift","4326"
"2015-12-01 00:00:00","java","16569"
"2015-12-01 00:00:00","c#","12151"
"2015-12-01 00:00:00","c++","6564"
"2015-12-01 00:00:00","assembly","352"
"2015-12-01 00:00:00","javascript","21098"
"2015-12-01 00:00:00","delphi","314"
"2015-12-01 00:00:00","c","3089"
"2015-12-01 00:00:00","php","13784"
"2015-12-01 00:00:00","perl","478"
"2015-12-01 00:00:00","go","422"
"2015-12-01 00:00:00","r","3180"
"2015-12-01 00:00:00","python","11660"
"2015-12-01 00:00:00","ruby","2029"
"2015-12-01 00:00:00","swift","4382"
"2016-01-01 00:00:00","assembly","248"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","java","16647"
"2016-01-01 00:00:00","c#","12368"
"2016-01-01 00:00:00","c","3049"
"2016-01-01 00:00:00","go","496"
"2016-01-01 00:00:00","c++","6099"
"2016-01-01 00:00:00","php","14616"
"2016-01-01 00:00:00","perl","446"
"2016-01-01 00:00:00","ruby","2144"
"2016-01-01 00:00:00","javascript","22532"
"2016-01-01 00:00:00","python","12355"
"2016-01-01 00:00:00","swift","4795"
"2016-01-01 00:00:00","r","3538"
"2016-02-01 00:00:00","c#","12743"
"2016-02-01 00:00:00","assembly","350"
"2016-02-01 00:00:00","python","13255"
"2016-02-01 00:00:00","c++","6560"
"2016-02-01 00:00:00","java","17861"
"2016-02-01 00:00:00","go","541"
"2016-02-01 00:00:00","c","3278"
"2016-02-01 00:00:00","delphi","356"
"2016-02-01 00:00:00","javascript","22486"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","ruby","2249"
"2016-02-01 00:00:00","php","14948"
"2016-02-01 00:00:00","swift","4761"
"2016-02-01 00:00:00","r","3597"
"2016-03-01 00:00:00","delphi","340"
"2016-03-01 00:00:00","java","19920"
"2016-03-01 00:00:00","go","595"
"2016-03-01 00:00:00","c#","13614"
"2016-03-01 00:00:00","assembly","435"
"2016-03-01 00:00:00","c","3449"
"2016-03-01 00:00:00","r","4045"
"2016-03-01 00:00:00","python","14063"
"2016-03-01 00:00:00","perl","469"
"2016-03-01 00:00:00","javascript","24106"
"2016-03-01 00:00:00","php","15163"
"2016-03-01 00:00:00","c++","7025"
"2016-03-01 00:00:00","ruby","2262"
"2016-03-01 00:00:00","swift","5083"
"2016-04-01 00:00:00","assembly","412"
"2016-04-01 00:00:00","c#","13723"
"2016-04-01 00:00:00","python","13665"
"2016-04-01 00:00:00","c","3362"
"2016-04-01 00:00:00","java","19498"
"2016-04-01 00:00:00","delphi","324"
"2016-04-01 00:00:00","c++","6899"
"2016-04-01 00:00:00","go","603"
"2016-04-01 00:00:00","perl","493"
"2016-04-01 00:00:00","javascript","23469"
"2016-04-01 00:00:00","ruby","2214"
"2016-04-01 00:00:00","php","14499"
"2016-04-01 00:00:00","r","4129"
"2016-04-01 00:00:00","swift","4769"
"2016-05-01 00:00:00","javascript","23017"
"2016-05-01 00:00:00","c#","13502"
"2016-05-01 00:00:00","c","2723"
"2016-05-01 00:00:00","python","13109"
"2016-05-01 00:00:00","assembly","324"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","java","17047"
"2016-05-01 00:00:00","ruby","2128"
"2016-05-01 00:00:00","c++","6139"
"2016-05-01 00:00:00","php","14476"
"2016-05-01 00:00:00","r","3801"
"2016-05-01 00:00:00","go","579"
"2016-05-01 00:00:00","perl","486"
"2016-05-01 00:00:00","swift","4439"
"2016-06-01 00:00:00","java","15930"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","r","3865"
"2016-06-01 00:00:00","php","13662"
"2016-06-01 00:00:00","c","2300"
"2016-06-01 00:00:00","c#","13071"
"2016-06-01 00:00:00","assembly","289"
"2016-06-01 00:00:00","c++","5721"
"2016-06-01 00:00:00","javascript","22158"
"2016-06-01 00:00:00","go","548"
"2016-06-01 00:00:00","perl","440"
"2016-06-01 00:00:00","ruby","2112"
"2016-06-01 00:00:00","python","12912"
"2016-06-01 00:00:00","swift","4805"
"2016-07-01 00:00:00","c++","5474"
"2016-07-01 00:00:00","assembly","201"
"2016-07-01 00:00:00","c#","12008"
"2016-07-01 00:00:00","java","14954"
"2016-07-01 00:00:00","javascript","22218"
"2016-07-01 00:00:00","delphi","243"
"2016-07-01 00:00:00","go","537"
"2016-07-01 00:00:00","c","2350"
"2016-07-01 00:00:00","ruby","1901"
"2016-07-01 00:00:00","php","12951"
"2016-07-01 00:00:00","swift","4946"
"2016-07-01 00:00:00","perl","423"
"2016-07-01 00:00:00","python","12832"
"2016-07-01 00:00:00","r","3745"
"2016-08-01 00:00:00","python","12918"
"2016-08-01 00:00:00","java","15187"
"2016-08-01 00:00:00","assembly","258"
"2016-08-01 00:00:00","javascript","22673"
"2016-08-01 00:00:00","c","2217"
"2016-08-01 00:00:00","c#","12724"
"2016-08-01 00:00:00","perl","461"
"2016-08-01 00:00:00","ruby","1880"
"2016-08-01 00:00:00","delphi","338"
"2016-08-01 00:00:00","c++","5019"
"2016-08-01 00:00:00","php","12904"
"2016-08-01 00:00:00","swift","4912"
"2016-08-01 00:00:00","go","573"
"2016-08-01 00:00:00","r","3786"
"2016-09-01 00:00:00","delphi","288"
"2016-09-01 00:00:00","java","14688"
"2016-09-01 00:00:00","assembly","336"
"2016-09-01 00:00:00","c#","11110"
"2016-09-01 00:00:00","go","512"
"2016-09-01 00:00:00","c","2511"
"2016-09-01 00:00:00","php","12164"
"2016-09-01 00:00:00","python","12341"
"2016-09-01 00:00:00","perl","464"
"2016-09-01 00:00:00","javascript","20463"
"2016-09-01 00:00:00","r","3299"
"2016-09-01 00:00:00","c++","5144"
"2016-09-01 00:00:00","ruby","1924"
"2016-09-01 00:00:00","swift","4878"
"2016-10-01 00:00:00","php","12283"
"2016-10-01 00:00:00","assembly","398"
"2016-10-01 00:00:00","go","533"
"2016-10-01 00:00:00","c#","11458"
"2016-10-01 00:00:00","c++","5976"
"2016-10-01 00:00:00","delphi","268"
"2016-10-01 00:00:00","c","3211"
"2016-10-01 00:00:00","python","13506"
"2016-10-01 00:00:00","javascript","20453"
"2016-10-01 00:00:00","java","15340"
"2016-10-01 00:00:00","ruby","1821"
"2016-10-01 00:00:00","perl","406"
"2016-10-01 00:00:00","swift","4733"
"2016-10-01 00:00:00","r","3788"
"2016-11-01 00:00:00","c","3267"
"2016-11-01 00:00:00","c#","11656"
"2016-11-01 00:00:00","javascript","20524"
"2016-11-01 00:00:00","python","14185"
"2016-11-01 00:00:00","assembly","412"
"2016-11-01 00:00:00","delphi","274"
